id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,13,7,0.9,13,16.8,2727
04,1,1,0.6,1,3.5,1450
05,9,7,3.9,10,13.7,2873
06,5,24,17.6,7,26.5,18455
07,5,3,1.4,5,5.7,1353
08,1,3,1.7,1,3,1190
09,15,11,2.9,16,20.9,5419
10,7,4,0.6,8,9.2,2403
11,3,2,0.1,3,4.3,418
12,5,5,2.7,6,8.8,2270
