district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,16,2.4,46,30.9,12479.0
02,3,"– 6,2",7,10.1,2290.0
03,2,"– 3,8",5,6.4,1616.0
04,5,2.2,4,3.5,8248.0
05,6,60.6,0,0.2,677.0
06,5,2.5,20,12.5,4505.0
07,7,13.5,3,3.5,5162.0
08,8,"– 4,8",5,6.2,13247.0
09,10,"– 2,2",4,5.2,2006.0
10,5,6.5,2,3.7,2738.0
11,2,"– 0,1",0,0.1,86.0
12,1,0,0,0.0,722.0
