district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,21,27.5,50.0,35.7,18146.0
02,3,-6.2,7.0,10.1,2290.0
03,9,45.5,115.0,91.5,36770.0
04,8,13,7.0,9.8,18984.0
05,12,130.5,33.0,24.8,34759.0
06,11,5.1,37.0,27.0,8541.0
07,8,14.5,4.0,5.8,5941.0
08,18,12.3,34.0,28.9,33249.0
09,41,27.7,810.0,301.3,89207.0
10,21,29.8,333.0,182.5,28545.0
11,12,13.1,19.0,16.1,5441.0
12,1,0,0.0,0.0,722.0
