district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,3,46.0,66.4,0.0,0.0
02,1,8.0,25.0,0.0,0.0
03,0,0.0,0.0,0.0,0.0
04,1,132.0,169.6,0.0,0.0
05,3,32.0,55.0,1.0,1.1
06,2,27.0,30.7,1.0,0.8
07,1,9.0,21.0,0.0,0.0
08,3,99.0,200.3,0.0,0.0
09,2,7.0,13.4,0.0,0.0
10,3,33.0,36.3,0.0,0.0
11,0,0.0,0.0,0.0,0.0
12,0,0.0,0.0,0.0,0.0
