residential_buildings,residential_buildings_with_1_apartment,residential_buildings_with_2_apartments,residential_buildings_with_3_or_more_apartments,apartments,volume,living_area,estimated_costs,apartments_in_new_non_residential_buildings
149,94,16,39,1035,403.0,717.3,198639.0,0
