district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,1,5.0,13.2,0.0,0.0
02,0,0.0,0.0,0.0,0.0
03,3,76.0,70.4,0.0,0.0
04,0,0.0,0.0,0.0,0.0
05,3,13.0,26.5,0.0,0.0
06,0,0.0,0.0,0.0,0.0
07,0,0.0,0.0,0.0,0.0
08,1,2.0,3.3,0.0,0.0
09,3,18.0,19.8,0.0,0.0
10,1,0.0,1.4,0.0,0.0
11,0,0.0,0.0,0.0,0.0
12,2,186.0,177.1,0.0,0.0
