district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,8,18.1,71.0,55.4,17225.0
02,10,0.0,123.0,104.5,27959.0
03,33,116.9,99.0,94.7,59126.0
04,6,11.9,86.0,52.2,20926.0
05,34,-39.4,171.0,120.3,41259.0
06,17,13.5,59.0,48.9,14420.0
07,22,-4.9,206.0,93.3,18715.0
08,15,1.7,18.0,23.0,5539.0
09,34,24.5,38.0,51.2,20289.0
10,34,38.6,415.0,199.7,64308.0
11,4,3.2,47.0,27.9,6118.0
12,21,188.9,23.0,20.6,31159.0
