district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,5,0.6,17.0,14.5,6857.0
02,4,0.0,13.0,8.3,2354.0
03,13,20.6,8.0,11.3,18244.0
04,3,8.4,-1.0,0.0,4955.0
05,12,-74.6,147.0,90.1,30395.0
06,6,1.6,2.0,-1.3,496.0
07,7,-30.3,124.0,34.9,3775.0
08,3,-6.5,6.0,7.0,698.0
09,7,-2.0,-2.0,6.0,1639.0
10,7,0.0,0.0,2.3,1151.0
11,0,0.0,0.0,0.0,0.0
12,8,4.6,7.0,1.2,2790.0
