district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,4,3,0.4,4,6,1329
Charlottenburg-Wilmersdorf,1,1,–,2,2.5,833
Spandau,1,1,–,1,1.5,351
Steglitz-Zehlendorf,3,6,3.2,3,7.3,2255
Tempelhof-Schöneberg,2,1,0.1,2,2.1,606
Neukölln,1,0,0.1,1,0.6,315
Treptow-Köpenick,4,2,0.5,4,4.3,1365
Marzahn-Hellersdorf,6,5,2.2,9,8.3,2417
Lichtenberg,6,4,0.4,8,9.5,2232
Reinickendorf,3,3,1.2,3,5.3,1592
