district_name,measures,volume,usage_area,apartments,living_area
Mitte,2,308,475.7,1,2.5
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,3,15,37.3,1,0.4
Charlottenburg-Wilmersdorf,1,16,42,–,–
Spandau,2,5,11.2,–,–
Steglitz-Zehlendorf,2,33,93.7,–,–
Tempelhof-Schöneberg,1,2,3.9,–,–
Neukölln,2,1,3,–,–
Treptow-Köpenick,1,76,192.8,–,–
Marzahn-Hellersdorf,1,2,2.4,–,–
Lichtenberg,2,5,7.2,–,–
Reinickendorf,–,–,–,–,–
