district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,5,1.3,34,18.5,8600
Friedrichshain-Kreuzberg,6,1.2,30,20.0,11614
Pankow,11,2.2,30,19.8,9587
Charlottenburg-Wilmersdorf,6,21.6,10,15.6,10972
Spandau,10,6.4,12,9.6,3871
Steglitz-Zehlendorf,25,3,14,10.1,4365
Tempelhof-Schöneberg,1,–,–,2.1,238
Neukölln,9,"– 10,8",21,23.2,8607
Treptow-Köpenick,6,0.5,– 2,2.8,786
Marzahn-Hellersdorf,5,0.5,1,2.4,838
Lichtenberg,2,–,3,2.0,416
Reinickendorf,14,"– 0,6",6,9.0,2815
