id,measures,volume,usage_area,apartments,living_area
01,2,49,45,50,33
02,–,–,–,–,–
03,1,69,132.8,–,–
04,3,43,100.4,–,–
05,–,–,–,–,–
06,–,–,–,–,–
07,1,12,22.6,–,–
08,–,–,–,–,–
09,–,–,–,–,–
10,2,12,21.1,–,–
11,2,23,42.2,–,–
,–,–,–,–,–
