id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,10,7,2.6,12,14.2,3365
04,–,–,–,–,–,–
05,5,6,4.6,7,11.3,2942
06,3,2,2.8,3,4,1372
07,1,1,–,1,2.8,449
08,6,6,3.7,7,7.7,2348
09,14,11,3.1,14,20.8,4489
10,21,13,5.4,22,28.2,6406
11,2,1,0.1,3,2.5,450
,14,11,5.2,15,19.7,4436
