id,measures,usage_area,apartments,living_area,estimated_costs
01,9,4.8,9,7.9,3813
02,11,4.4,15,16.5,24111
03,11,3,7,8.5,8860
04,16,50.6,48,45.9,59280
05,8,-38.9,-1,3,2937
06,13,1.5,4,7,2793
07,16,54.3,24,29.5,10538
08,2,0.1,3,3.4,811
09,9,75.5,6,6.2,23698
10,10,10.4,–,1.7,1316
11,1,3.8,–,–,893
,8,4.7,–,2.9,1304
