district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,6,9.7,9,8.5,35640
Friedrichshain–Kreuzberg,3,-1.7,7,4.0,1065
Pankow,12,2.0,12,10.7,2812
Charlottenburg–Wilmersdorf,8,3.6,2,5.2,9136
Spandau,6,-1.5,8,8.1,2064
Steglitz–Zehlendorf,14,10.1,–,5.5,5722
Tempelhof–Schöneberg,16,35.1,7,21.3,19545
Neukölln,11,-6.9,24,23.9,9483
Treptow–Köpenick,8,-1.6,8,5.3,3092
Marzahn–Hellersdorf,4,0.1,–,0.0,672
Lichtenberg,6,2.3,6,6.7,7089
Reinickendorf,10,1.1,3,4.7,2456
