id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,1,1,0.2,1,1.3,371
02,–,–,–,–,–,–
03,9,7,3,9,12.5,3404
04,–,–,–,–,–,–
05,6,5,2.4,7,8.8,2562
06,3,4,2.3,3,6.2,2284
07,3,3,1.6,3,4.6,1455
08,–,–,–,–,–,–
09,18,11,2.6,19,23.5,5216
10,10,6,0.6,10,14.9,3684
11,–,–,–,–,–,–
,4,5,1.2,6,8.4,1722
