id,measures,usage_area,apartments,living_area,estimated_costs
01,9,2.4,21,19,9795
,–,–,–,–,–
03,9,2.9,8,18,6872
,10,39.4,– 8,-0.2,8110
05,6,3.6,1,2.9,2262
,15,22.6,24,13.8,15529
,9,1.3,20,20,6435
08,5,-1.3,47,30.1,13513
,8,4.9,2,4,2377
,1,–,–,0.2,30
11,3,-7.1,108,13.4,2747
,6,-2.9,– 1,0.5,8246
