id,measures,volume,usage_area,apartments,living_area
01,–,–,–,–,–
02,–,–,–,–,–
03,4,68,96.8,–,–
04,3,10,20.6,–,–
05,1,3,5.9,–,–
06,3,11,21.7,–,–
07,4,272,514.9,–,–
08,2,7,15.3,–,–
09,5,91,189.3,–,–
10,3,15,37.3,–,–
11,1,2,4.4,–,–
,2,11,17.5,–,–
