id,measures,volume,usage_area,apartments,living_area
01,2,12,23.6,–,–
02,2,78,101,–,–
03,3,12,24.6,–,–
04,1,11,23,–,–
05,1,2,3.6,–,–
06,–,–,–,–,–
07,–,–,–,–,–
08,1,1,4.4,–,–
09,4,28,54.5,–,–
10,3,27,45.7,–,–
11,1,1,3.9,–,–
12,1,9,16.7,–,–
