id,measures,usage_area,apartments,living_area,estimated_costs
01,9,-9.7,13,20.6,4964
02,10,-4.0,-12,14.6,11036
03,6,-1.7,6,7.6,1797
04,16,7.7,20,26.8,10588
05,12,-3.7,3,7.4,2204
06,10,6.2,6,7.7,11412
07,10,10.2,3,3.9,2892
08,7,3.3,57,44.5,11473
09,9,3.4,–,1.0,5977
10,14,0.6,3,7.1,2434
11,5,4.2,28,10.9,3685
,22,4.4,16,20.6,11380
