id,measures,usage_area,apartments,living_area,estimated_costs
01,4,1.3,-4,7.3,3161
02,3,0.3,2,1.2,415
03,15,-0.6,5,8.5,6630
04,12,7.7,32,26.6,18586
05,8,0.0,1,5.9,2039
06,26,0.6,2,17.1,6414
07,6,-5.8,1,5.3,7630
08,1,0.8,1,0.7,242
09,8,6.9,-11,-6.8,1397
10,9,15.9,7,4.2,33652
11,2,62.5,–,–,3301
,6,-0.3,6,7.5,1793
