district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,5,0.6,17,14.5,6857
Friedrichshain-Kreuzberg,4,–,13,8.3,2354
Pankow,13,20.6,8,11.3,18244
Charlottenburg-Wilmersdorf,3,8.4,-1,0,4955
Spandau,12,-74.6,147,90.1,30395
Steglitz-Zehlendorf,6,1.6,2,-1.3,496
Tempelhof-Schöneberg,7,-30.3,124,34.9,3775
Neukölln,3,-6.5,6,7,698
Treptow-Köpenick,7,-2,-2,6,1639
Marzahn-Hellersdorf,7,–,–,2.3,1151
Lichtenberg,–,–,–,–,–
Reinickendorf,8,4.6,7,1.2,2790
