id,measures,volume,usage_area,apartments,living_area
01,3,46,66.4,–,–
02,1,8,25,–,–
03,–,–,–,–,–
04,1,132,169.6,–,–
05,3,32,55,1,1.1
06,2,27,30.7,1,0.8
07,1,9,21,–,–
08,3,99,200.3,–,–
09,2,7,13.4,–,–
10,3,33,36.3,–,–
11,–,–,–,–,–
,–,–,–,–,–
