district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,1,0,–,1,0.9,262
Charlottenburg-Wilmersdorf,1,1,0.9,1,1.2,380
Spandau,1,0,0.1,1,0.8,200
Steglitz-Zehlendorf,5,8,2,5,13.6,6149
Tempelhof-Schöneberg,6,5,1.5,6,9,2701
Neukölln,–,–,–,–,–,–
Treptow-Köpenick,38,26,9.2,40,47,10962
Marzahn-Hellersdorf,41,21,3.8,44,43.3,14727
Lichtenberg,3,2,1.2,3,4.5,940
Reinickendorf,4,3,2.9,5,6,1878
