district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,3,12,5.3,28,21.4,7907
Charlottenburg-Wilmersdorf,1,1,0.9,1,1.2,380
Spandau,4,5,1.2,22,10.4,1800
Steglitz-Zehlendorf,5,8,2,5,13.6,6149
Tempelhof-Schöneberg,6,5,1.5,6,9,2701
Neukölln,–,–,–,–,–,–
Treptow-Köpenick,52,94,33.9,359,166.7,25160
Marzahn-Hellersdorf,55,60,21.2,143,126.7,38086
Lichtenberg,3,2,1.2,3,4.5,940
Reinickendorf,4,3,2.9,5,6,1878
