district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,6,5.7,8,6.7,2952
Friedrichshain-Kreuzberg,4,2.5,– 2,1.9,1201
Pankow,9,42.6,– 2,2.8,33352
Charlottenburg-Wilmersdorf,11,15.1,30,25.6,10766
Spandau,1,0.1,1,0.2,431
Steglitz-Zehlendorf,12,"– 6,5",13,14.1,6465
Tempelhof-Schöneberg,5,"– 1,1",2,10.1,6386
Neukölln,2,–,1,0.0,134
Treptow-Köpenick,7,0.6,4,6.7,1821
Marzahn-Hellersdorf,5,"– 3,0",1,2.8,1104
Lichtenberg,4,"– 0,9",1,2.0,1134
Reinickendorf,4,1,13,8.2,2674
