district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,4,15.0,9.5,49.0,32.6,3000.0
02,0,0.0,0.0,0.0,0.0,0.0
03,14,30.0,4.6,69.0,59.4,11346.0
04,18,138.0,13.1,294.0,247.8,79358.0
05,2,9.0,0.1,29.0,18.8,4638.0
06,1,2.0,1.8,1.0,3.4,941.0
07,2,30.0,4.5,88.0,59.2,20387.0
08,2,8.0,1.4,22.0,15.8,4225.0
09,15,28.0,14.9,76.0,47.0,10583.0
10,7,34.0,22.0,164.0,69.1,11443.0
11,3,21.0,2.9,87.0,47.8,15360.0
12,3,3.0,2.3,4.0,4.8,1203.0
