district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,4,28.0,13.9,143.0,44.5,14198.0
02,6,103.0,200.5,328.0,208.5,42472.0
03,14,33.0,13.4,119.0,74.3,19863.0
04,4,28.0,14.8,55.0,46.1,17909.0
05,6,11.0,9.7,25.0,18.7,5669.0
06,3,10.0,6.3,20.0,18.1,3817.0
07,5,4.0,2.4,5.0,7.1,1539.0
08,3,6.0,1.2,11.0,11.3,2618.0
09,36,28.0,15.4,57.0,54.3,8978.0
10,23,98.0,27.6,297.0,214.7,37253.0
11,6,19.0,3.1,58.0,36.9,9140.0
12,13,21.0,14.1,38.0,39.3,10330.0
