id,measures,usage_area,apartments,living_area,estimated_costs
01,5,1.3,34,18.5,8600
02,6,1.2,30,20.0,11614
03,11,2.2,30,19.8,9587
04,6,21.6,10,15.6,10972
05,10,6.4,12,9.6,3871
06,25,3,14,10.1,4365
07,1,–,–,2.1,238
08,9,"– 10,8",21,23.2,8607
09,6,0.5,– 2,2.8,786
10,5,0.5,1,2.4,838
11,2,–,3,2.0,416
12,14,"– 0,6",6,9.0,2815
