district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,11,8,5.3,11,15.2,4012
Charlottenburg-Wilmersdorf,–,–,–,–,–,–
Spandau,1,1,–,1,1.9,399
Steglitz-Zehlendorf,9,10,4.6,10,19.9,6806
Tempelhof-Schöneberg,22,15,9.7,23,30,7265
Neukölln,13,12,10.7,15,21.6,4642
Treptow-Köpenick,5,3,0.6,5,6.1,1297
Marzahn-Hellersdorf,23,17,7.2,24,34.7,8641
Lichtenberg,2,1,0,2,1.1,278
Reinickendorf,7,7,4.6,7,13.4,2806
