district_name,measures,volume,usage_area,apartments,living_area
Mitte,1,15,35.2,–,–
Friedrichshain-Kreuzberg,3,316,579.4,101,59.6
Pankow,2,20,46.0,–,–
Charlottenburg-Wilmersdorf,6,121,248.6,–,–
Spandau,12,388,699.1,–,–
Steglitz-Zehlendorf,3,51,78.3,–,–
Tempelhof-Schöneberg,2,91,213.0,–,–
Neukölln,2,57,128.4,–,–
Treptow-Köpenick,4,122,279.7,–,–
Marzahn-Hellersdorf,1,42,52.7,–,–
Lichtenberg,3,65,120.4,–,–
Reinickendorf,2,106,109.0,–,–
