id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,12,8,1.6,13,17.7,4121
04,3,20,11.1,3,18.8,13287
05,2,1,0.8,2,2.7,555
06,6,8,3.1,8,14.1,3903
07,3,3,0.6,3,4.5,1304
08,34,24,8.8,36,51.9,11318
09,12,9,5,16,17,4501
10,19,11,2,20,23.4,5357
11,3,2,0.5,3,4.5,907
,5,5,1.4,6,11.2,2275
