id,measures,volume,usage_area,apartments,living_area
01,3,38,66,–,–
02,1,5,11.5,–,–
03,3,16,10.7,22,8.5
04,8,238,517.1,5,7
05,1,12,23.9,–,–
06,–,–,–,–,–
07,1,9,14.1,–,–
08,–,–,–,–,–
09,1,141,183.1,–,–
10,1,15,28.3,–,–
11,2,54,90.5,–,–
,2,3,7.2,–,–
