id,measures,usage_area,apartments,living_area,estimated_costs
01,4,7.6,67,22.7,12221
02,5,-18.1,17,22.1,6591
03,6,-3.5,3,12.4,7695
04,9,1.1,9,6.4,7047
05,7,2.7,2,3.6,1896
06,12,-3.8,5,6.7,3740
07,7,-5.4,9,14.4,4646
08,7,1.7,11,6.3,2432
09,8,-1.9,3,3.5,630
10,6,-0.9,1,3.8,723
11,3,-8.2,2,2.8,4423
,10,-21.4,68,24.4,1543
