id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,10,6,0.6,10,11.9,2337
04,–,–,–,–,–,–
05,4,4,2.5,7,7.5,1491
06,1,0,–,1,0.5,105
07,5,4,2.4,5,7.1,1539
08,2,1,–,2,2.8,619
09,32,20,7.4,34,40.1,5667
10,12,7,2.1,12,15,3379
11,5,4,0.5,6,8.7,1832
12,12,13,12.7,13,22.4,6456
