id,measures,volume,usage_area,apartments,living_area
01,–,–,–,–,–
02,2,129,242.7,–,–
03,5,164,227.3,–,–
04,1,132,234.8,–,–
05,2,38,42,–,–
06,2,12,18.4,–,–
07,4,66,120.5,–,–
08,–,–,–,–,–
09,1,23,45.9,–,–
10,3,26,78.9,–,–
11,2,168,237.8,–,–
12,1,11,19,–,–
