district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,2,49,45,50,33
02,0,0,0,0,0
03,1,69,132.8,0,0
04,3,43,100.4,0,0
05,0,0,0,0,0
06,0,0,0,0,0
07,1,12,22.6,0,0
08,0,0,0,0,0
09,0,0,0,0,0
10,2,12,21.1,0,0
11,2,23,42.2,0,0
12,0,0,0,0,0
