district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,14,56.4,96,81.2,37981
02,11,4.4,15,16.5,24111
03,25,140.9,49,51.4,51723
04,22,155.2,118,68.8,82515
05,17,-30.3,62,53.8,14271
06,18,8.3,26,23.5,7945
07,21,88.2,111,83.9,29301
08,8,3.8,10,11.1,3159
09,26,84,43,46.7,32469
10,35,39,35,40.2,18350
11,7,47,21,10.2,19106
12,28,32,181,116.2,27058
