district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,6,15.4,6.0,6.5,15546.0
02,5,0.2,6.0,5.5,1790.0
03,8,4.2,-6.0,14.2,9342.0
04,10,2.8,18.0,25.7,9644.0
05,5,4.0,0.0,2.0,2144.0
06,9,0.6,1.0,4.1,4957.0
07,9,7.0,45.0,29.1,21550.0
08,4,-4.8,6.0,5.5,1724.0
09,7,-0.7,8.0,8.7,1578.0
10,2,4.3,0.0,0.1,2743.0
11,3,1.6,1.0,1.0,847.0
12,4,0.6,4.0,5.3,1175.0
