district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,11,148.2,26.0,21.1,62301.0
02,7,14.8,44.0,23.6,6950.0
03,24,27.7,60.0,54.9,20467.0
04,14,71.6,19.0,28.8,28027.0
05,36,116.0,335.0,237.3,87304.0
06,15,4.5,7.0,12.6,7375.0
07,17,16.6,79.0,53.8,27616.0
08,8,-2.6,10.0,13.5,3135.0
09,39,636.8,181.0,162.0,72599.0
10,31,64.7,48.0,48.8,25868.0
11,9,190.1,578.0,178.5,86289.0
12,16,30.9,124.0,97.0,26286.0
