district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,4,93.0,132.8,0.0,0.0
02,0,0.0,0.0,0.0,0.0
03,3,4.0,7.0,1.0,0.4
04,3,31.0,66.8,0.0,0.0
05,2,28.0,42.8,0.0,0.0
06,0,0.0,0.0,0.0,0.0
07,0,0.0,0.0,0.0,0.0
08,0,0.0,0.0,0.0,0.0
09,7,188.0,605.7,38.0,28.1
10,5,44.0,52.9,0.0,0.0
11,1,88.0,163.5,0.0,0.0
12,0,0.0,0.0,0.0,0.0
