id,measures,volume,usage_area,apartments,living_area
01,2,42,76.4,–,–
02,1,34,31.1,–,–
03,1,7,10.6,–,–
04,3,19,31.2,–,–
05,1,14,23.1,–,–
06,–,–,–,–,–
07,2,253,344.3,–,–
08,2,67,129.8,–,–
09,2,233,158.9,–,–
10,2,17,39.8,–,–
11,3,55,69.9,–,–
12,–,–,–,–,–
