id,measures,usage_area,apartments,living_area,estimated_costs
01,6,9.7,9,8.5,35640
,3,-1.7,7,4.0,1065
03,12,2.0,12,10.7,2812
,8,3.6,2,5.2,9136
05,6,-1.5,8,8.1,2064
,14,10.1,–,5.5,5722
,16,35.1,7,21.3,19545
08,11,-6.9,24,23.9,9483
,8,-1.6,8,5.3,3092
,4,0.1,–,0.0,672
11,6,2.3,6,6.7,7089
12,10,1.1,3,4.7,2456
