id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,11,8,2,11,15.4,4143
04,1,2,–,2,5,1226
05,1,1,0.1,1,1.3,340
06,1,2,1.8,1,3.4,941
07,–,–,–,–,–,–
08,–,–,–,–,–,–
09,11,7,3.7,11,12.9,3341
10,5,5,1.7,5,9.2,2995
11,2,2,2.9,2,2.6,1182
,3,3,2.3,4,4.8,1203
