id,measures,usage_area,apartments,living_area,estimated_costs
01,11,28.9,58,41.1,43990
02,3,"– 1,7",7,4.0,1065
03,29,49.2,81,70.2,27985
04,26,16.7,296,252.9,88494
05,8,"– 1,3",37,26.9,6702
06,16,17.6,1,8.9,10305
07,21,320.8,95,80.5,96783
08,13,"– 5,5",46,39.7,13708
09,27,89.5,84,52.4,28058
10,15,85.9,164,69.1,18995
11,17,372.5,93,54.6,79856
12,13,3.5,7,9.5,3659
