id,measures,volume,usage_area,apartments,living_area
01,1,7,9.8,–,–
02,–,–,–,–,–
03,3,25,42.6,–,–
04,–,–,–,–,–
05,–,–,–,–,–
06,1,3,5.7,–,–
07,3,102,281.2,–,–
08,–,–,–,–,–
09,4,32,76.2,–,–
10,4,43,63.8,–,–
11,8,148,367.3,–,–
,–,–,–,–,–
