id,measures,usage_area,apartments,living_area,estimated_costs
01,6,-0.1,7,9.5,5565
02,6,1.6,6,7.5,3041
03,10,13.6,10,6.7,8495
04,7,-1.2,14,15.3,4606
05,5,-6.0,33,27.7,7791
06,9,-17.8,32,25.4,6451
07,3,-1.4,4,4.3,1274
08,6,-1.0,10,11.4,2047
09,7,0.2,5,4.0,1028
10,6,2.5,2,3.3,6430
11,2,60.5,-48,-52.6,7421
,10,-2.2,9,9.6,2107
