district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,50,23,5.3,50,53.6,8525
Charlottenburg-Wilmersdorf,1,2,–,1,3.7,1297
Spandau,8,7,3.5,8,13.6,2713
Steglitz-Zehlendorf,6,7,6.5,6,12.7,2853
Tempelhof-Schöneberg,22,24,7.4,22,43.9,6832
Neukölln,2,1,0.6,2,3.9,768
Treptow-Köpenick,20,16,10.7,20,29.2,6925
Marzahn-Hellersdorf,16,13,3.9,20,23.8,5018
Lichtenberg,4,3,0.8,4,5.2,1171
Reinickendorf,8,7,2.5,8,14.3,2946
