district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,4,3.4,9,0.5,2775
Friedrichshain-Kreuzberg,7,1.2,–,10.3,3934
Pankow,4,-2,6,3.6,875
Charlottenburg-Wilmersdorf,10,0.3,7,22.0,10304
Spandau,5,-23.3,–,1.5,723
Steglitz-Zehlendorf,7,28.7,-1,3.2,63082
Tempelhof-Schöneberg,7,-0.8,1,4.8,1162
Neukölln,1,–,11,0.3,1409
Treptow-Köpenick,11,-6.1,-3,11.3,8875
Marzahn-Hellersdorf,4,–,–,2.0,481
Lichtenberg,3,-23.5,3,1.8,1013
Reinickendorf,10,-10.7,65,19.3,5818
