district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,7,1.2,16,12.8,6758
Friedrichshain–Kreuzberg,11,2.8,18,14.6,31004
Pankow,3,17.9,–,0.6,5795
Charlottenburg–Wilmersdorf,9,-1.5,19,15.5,7408
Spandau,3,-1.0,–,0.1,287
Steglitz–Zehlendorf,10,-1.5,10,9.2,3170
Tempelhof–Schöneberg,8,-3.2,11,8.6,3864
Neukölln,6,1.4,5,3.6,1006
Treptow–Köpenick,3,0.3,1,1.2,761
Marzahn–Hellersdorf,5,14.8,–,0.6,17618
Lichtenberg,4,-0.5,5,4.1,3416
Reinickendorf,3,0.1,1,0.6,371
