district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,8,483.7,48.0,32.6,423320.0
02,9,5.5,84.0,54.3,19354.0
03,30,52.6,195.0,126.8,53485.0
04,9,67,42.0,58.6,41960.0
05,13,17.6,13.0,11.0,5611.0
06,31,101.8,27.0,26.2,24011.0
07,5,4.1,9.0,9.4,3436.0
08,13,-6.8,25.0,26.6,9752.0
09,21,229.2,230.0,207.3,96615.0
10,15,8.3,229.0,119.7,25407.0
11,10,7.5,11.0,11.5,3902.0
12,19,1,31.0,28.9,7387.0
