district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,2,308.0,475.7,1.0,2.5
02,0,0.0,0.0,0.0,0.0
03,3,15.0,37.3,1.0,0.4
04,1,16.0,42.0,0.0,0.0
05,2,5.0,11.2,0.0,0.0
06,2,33.0,93.7,0.0,0.0
07,1,2.0,3.9,0.0,0.0
08,2,1.0,3.0,0.0,0.0
09,1,76.0,192.8,0.0,0.0
10,1,2.0,2.4,0.0,0.0
11,2,5.0,7.2,0.0,0.0
12,0,0.0,0.0,0.0,0.0
