district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,1,8.0,6.7,13.0,11.6,3131.0
02,3,20.0,4.3,54.0,34.3,7740.0
03,16,53.0,13.0,164.0,106.6,37533.0
04,2,28.0,3.5,32.0,43.1,17982.0
05,1,1.0,0.0,1.0,1.5,351.0
06,4,11.0,5.1,13.0,16.1,3891.0
07,3,3.0,0.1,9.0,7.3,2405.0
08,2,2.0,1.1,4.0,3.3,645.0
09,14,90.0,35.9,232.0,204.5,52176.0
10,9,58.0,5.4,228.0,117.3,22975.0
11,6,4.0,0.4,8.0,9.5,2232.0
12,5,9.0,1.6,25.0,19.9,4572.0
