id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,14,10,1.3,14,21.5,4834
04,–,–,–,–,–,–
05,3,3,1.4,3,6.1,1057
06,1,2,2.6,1,2.6,1339
07,2,2,0.3,2,4.1,860
08,5,3,1.5,5,6.4,1544
09,1,1,0.3,1,1.4,325
10,6,6,2.3,8,11.5,2570
11,1,1,0.1,1,1,289
12,4,3,0.9,6,6,1709
