district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,0,0.0,0.0,0.0,0.0,0.0
02,0,0.0,0.0,0.0,0.0,0.0
03,10,7.0,1.9,10.0,14.0,3106.0
04,1,1.0,0.6,1.0,2.4,1009.0
05,4,4.0,2.4,4.0,6.4,1643.0
06,6,8.0,6.1,6.0,13.3,6660.0
07,3,3.0,2.8,3.0,3.6,1348.0
08,9,8.0,1.8,10.0,16.7,3972.0
09,22,14.0,3.4,24.0,28.5,6498.0
10,21,15.0,6.6,22.0,30.1,7358.0
11,7,5.0,2.4,8.0,10.9,1919.0
12,9,10.0,4.7,9.0,15.5,4312.0
