district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,0,0.0,0.0,0.0,0.0
02,0,0.0,0.0,0.0,0.0
03,6,75.0,178.3,0.0,0.0
04,1,19.0,39.7,0.0,0.0
05,2,11.0,16.8,12.0,4.3
06,1,1.0,4.2,0.0,0.0
07,1,8.0,16.2,0.0,0.0
08,1,140.0,309.5,0.0,0.0
09,3,29.0,37.5,0.0,0.0
10,2,18.0,19.0,0.0,0.0
11,1,15.0,28.3,0.0,0.0
12,0,0.0,0.0,0.0,0.0
