district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,3,-15.5,7.0,5.2,30495.0
02,4,44.0,9.0,6.1,35719.0
03,45,282.2,490.0,327.8,105036.0
04,12,47.1,32.0,46.4,29417.0
05,16,43.1,97.0,76.9,28712.0
06,23,13.2,45.0,42.7,17644.0
07,11,21.3,9.0,8.9,8109.0
08,15,315.7,36.0,35.3,69587.0
09,45,53.1,241.0,175.7,49746.0
10,33,19.9,30.0,41.9,14733.0
11,21,40.8,255.0,104.0,28365.0
12,28,14.4,46.0,62.4,16693.0
