district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,3,-15.5,7.0,5.2,30495.0
02,3,42.8,-1.0,-1.0,33815.0
03,8,2.2,1.0,5.0,2050.0
04,9,5.0,24.0,39.4,17630.0
05,9,3.8,7.0,11.7,3720.0
06,14,-2.4,8.0,14.7,5216.0
07,7,2.4,6.0,5.2,1289.0
08,4,0.9,23.0,14.0,2756.0
09,10,1.7,11.0,7.7,6448.0
10,9,-5.7,5.0,8.0,843.0
11,2,-0.7,1.0,0.9,109.0
12,14,1.7,5.0,6.6,2098.0
