id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,5,3,0.4,6,7,1948
04,–,–,–,–,–,–
05,–,–,–,–,–,–
06,1,1,0.3,2,3.1,664
07,1,1,0.7,1,1.4,450
08,–,–,–,–,–,–
09,8,4,2.7,8,9,2412
10,31,18,3.7,35,34.9,7635
11,–,–,–,–,–,–
12,5,8,3.7,7,14.9,5858
