id,measures,volume,usage_area,apartments,living_area
01,2,21,39.8,–,–
02,1,4,14,–,–
03,1,1,1.3,–,–
04,1,2,4.5,–,–
05,1,1,2.5,–,–
06,1,1,1.9,–,–
07,–,–,–,–,–
08,–,–,–,–,–
09,2,86,104.5,–,–
10,6,308,326.7,–,–
11,4,288,225.3,–,–
,–,–,–,–,–
