id,measures,usage_area,apartments,living_area,estimated_costs
01,4,"– 3,2",6,8.6,3279
02,6,6.9,17,13,22939
03,6,"– 6,5",16,17.6,6014
04,11,"– 10,6",16,13.9,15925
05,3,0.4,1,1.2,680
06,10,1.2,4,5.4,3834
07,9,1.3,– 5,4.9,15777
08,–,–,–,–,–
09,8,8.4,1,2.5,28334
10,1,0.1,–,0.1,205
11,5,9.5,– 2,1.6,8645
12,10,3.2,12,11.4,6334
