id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,5,31,14.5,128,67.8,28811
02,–,–,–,–,–,–
03,9,22,14.4,79,39.2,12301
04,3,28,14.8,43,46.6,34519
05,10,48,4,178,114.8,24333
06,5,12,8.5,10,21.4,7213
07,5,4,4.1,5,6.3,2767
08,–,–,–,–,–,–
09,9,9,0.9,20,17.9,5479
10,17,23,5.6,57,41.9,6647
11,1,1,0.3,1,1.3,426
12,6,6,7.6,12,11.5,4172
