id,measures,usage_area,apartments,living_area,estimated_costs
01,4,"– 1,9",9,6.9,6240
02,6,33.9,12,10.2,91128
03,12,9.2,– 9,10.2,8657
04,7,10.1,18,3.2,4698
05,13,"– 4,7",15,19.2,8156
06,10,0.5,– 3,4.8,4549
07,12,5.1,17,10.7,3959
08,1,0.8,6,2.8,745
09,9,2.4,1,3.3,3265
10,11,13.6,2,3.3,8837
11,4,1.5,10,5.2,2650
12,10,"– 9,3",7,8.3,6052
