id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,6,5,2.2,7,8.3,2351
04,1,1,0.5,1,1.2,534
05,1,1,0.8,1,1.6,300
06,4,8,6,5,14.2,4819
07,5,4,4.1,5,6.3,2767
08,–,–,–,–,–,–
09,7,4,0.5,9,8.7,2753
10,13,8,3.8,13,14.8,3031
11,1,1,0.3,1,1.3,426
12,5,5,6.6,8,9.2,3024
